Protein IDs	CDC1551-1.count	CDC1551-1.rsq	CDC1551-1.kdp	CDC1551-1.halflife	CDC1551-1.count.z	CDC1551-1.rsq.z	CDC1551-1.kdp.z	CDC1551-1.halflife.z	CDC1551-2.count	CDC1551-2.rsq	CDC1551-2.kdp	CDC1551-2.halflife	CDC1551-2.count.z	CDC1551-2.rsq.z	CDC1551-2.kdp.z	CDC1551-2.halflife.z	dPPE38-1.count	dPPE38-1.rsq	dPPE38-1.kdp	dPPE38-1.halflife	dPPE38-1.count.z	dPPE38-1.rsq.z	dPPE38-1.kdp.z	dPPE38-1.halflife.z	dPPE38-2.count	dPPE38-2.rsq	dPPE38-2.kdp	dPPE38-2.halflife	dPPE38-2.count.z	dPPE38-2.rsq.z	dPPE38-2.kdp.z	dPPE38-2.halflife.z	Comp-1.count	Comp-1.rsq	Comp-1.kdp	Comp-1.halflife	Comp-1.count.z	Comp-1.rsq.z	Comp-1.kdp.z	Comp-1.halflife.z	Comp-2.count	Comp-2.rsq	Comp-2.kdp	Comp-2.halflife	Comp-2.count.z	Comp-2.rsq.z	Comp-2.kdp.z	Comp-2.halflife.z	Uninfected-1.count	Uninfected-1.rsq	Uninfected-1.kdp	Uninfected-1.halflife	Uninfected-1.count.z	Uninfected-1.rsq.z	Uninfected-1.kdp.z	Uninfected-1.halflife.z	Uninfected-2.count	Uninfected-2.rsq	Uninfected-2.kdp	Uninfected-2.halflife	Uninfected-2.count.z	Uninfected-2.rsq.z	Uninfected-2.kdp.z	Uninfected-2.halflife.z
sp|Q9NR45|SIAS_HUMANSialicacidsynthaseOS=HomosapiensGN=NANSPE=1SV=2;tr|Q5TBR0|Q5TBR0_HUMANSialicacidsynthase(Fragment)OS=HomosapiensGN=NANSPE=1SV=1;tr|Q5TBR1|Q5TBR1_HUMANSialicacidsynthase(Fragment)OS=HomosapiensGN=NANSPE=1SV=1	2	1	0.011565955	59.92995578	3	0.998718992	0.011565955	59.92995578	3	0.942541816	0.010762293	64.40515789	4	0.967763813	0.010762293	64.40515789	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.010700119	64.77939033	3	0.999910585	0.010700119	64.77939033	3	0.140556554	0.009327583	74.31155528	4	0.441203934	0.009327583	74.31155528	1	NaN	0.011546043	60.03331031	2	1	0.011546043	60.03331031	2	1	0.012335023	56.19342379	3	0.732805833	0.012335023	56.19342379	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NRN7|ADPPT_HUMANL-aminoadipate-semialdehydedehydrogenase-phosphopantetheinyltransferaseOS=HomosapiensGN=AASDHPPTPE=1SV=2	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NRX4|PHP14_HUMAN14kDaphosphohistidinephosphataseOS=HomosapiensGN=PHPT1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NS69|TOM22_HUMANMitochondrialimportreceptorsubunitTOM22homologOS=HomosapiensGN=TOMM22PE=1SV=3	2	1	0.022989523	30.15056765	3	0.422852934	0.022989523	30.15056765	2	1	0.014256536	48.61960612	3	0.522179429	0.014256536	48.61960612	1	NaN	0.053842353	12.87364214	2	1	0.053842353	12.87364214	2	1	0.012302173	56.34347547	3	0.998489892	0.012302173	56.34347547	3	0.912466701	0.030310443	22.86826311	4	0.253243567	0.030310443	22.86826311	2	1	0.030294812	22.88006246	3	0.607763786	0.030294812	22.88006246	2	1	0.013180147	52.59024766	3	0.979134838	0.013180147	52.59024766	1	NaN	0.014754843	46.97760343	2	1	0.014754843	46.97760343
sp|Q9NSD9|SYFB_HUMANPhenylalanine--tRNAligasebetasubunitOS=HomosapiensGN=FARSBPE=1SV=3	3	0.988816912	0.009430281	73.50228036	4	0.987903834	0.009430281	73.50228036	4	0.954504	0.010781383	64.29111946	5	0.96197132	0.010781383	64.29111946	4	0.108544452	0.009475989	73.14773814	5	0.391698299	0.009475989	73.14773814	4	0.068485595	0.015763718	43.97104594	5	0.139286843	0.015763718	43.97104594	5	0.139235722	0.010029335	69.1119785	6	4.92199E-05	0.010029335	69.1119785	3	0.807907817	0.017312262	40.0379324	4	0.000423955	0.017312262	40.0379324	3	0.992433488	0.00902439	76.80820618	4	0.996233537	0.00902439	76.80820618	5	0.034286919	0.010073656	68.8079079	6	0.030936294	0.010073656	68.8079079
sp|Q9NSE4|SYIM_HUMANIsoleucine--tRNAligase,mitochondrialOS=HomosapiensGN=IARS2PE=1SV=2	5	0.035868404	0.017364913	39.91653621	6	0.188120573	0.017364913	39.91653621	4	0.356429892	0.013730116	50.48370802	5	0.622749687	0.013730116	50.48370802	2	1	0.011091913	62.49122163	3	0.938661932	0.011091913	62.49122163	2	1	0.010936567	63.37886089	3	0.997385434	0.010936567	63.37886089	4	0.102348494	0.013434973	51.59274944	5	0.012251319	0.013434973	51.59274944	3	0.637628971	0.012212284	56.75819585	4	0.020682604	0.012212284	56.75819585	3	0.800893032	0.013490886	51.37892351	4	0.84476843	0.013490886	51.37892351	2	1	0.010854502	63.8580352	3	0.915229317	0.010854502	63.8580352
sp|Q9NSY1|BMP2K_HUMANBMP-2-inducibleproteinkinaseOS=HomosapiensGN=BMP2KPE=1SV=2;tr|K4DI97|K4DI97_HUMANBMP-2-inducibleproteinkinaseOS=HomosapiensGN=BMP2KPE=1SV=1;tr|H0Y9P1|H0Y9P1_HUMANBMP-2-inducibleproteinkinase(Fragment)OS=HomosapiensGN=BMP2KPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NT62|ATG3_HUMANUbiquitin-like-conjugatingenzymeATG3OS=HomosapiensGN=ATG3PE=1SV=1;tr|F8WDI0|F8WDI0_HUMANUbiquitin-like-conjugatingenzymeATG3OS=HomosapiensGN=ATG3PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.013787786	50.27255212	2	1	0.013787786	50.27255212	1	NaN	0.037604707	18.43245789	2	1	0.037604707	18.43245789	2	1	0.016901418	41.01118604	3	0.906751808	0.016901418	41.01118604	1	NaN	0.014361705	48.26357085	2	1	0.014361705	48.26357085	1	NaN	0.01061802	65.28026535	2	1	0.01061802	65.28026535	1	NaN	0.017456889	39.70622663	2	1	0.017456889	39.70622663
sp|Q9NTK5|OLA1_HUMANObg-likeATPase1OS=HomosapiensGN=OLA1PE=1SV=2;tr|J3KQ32|J3KQ32_HUMANObg-likeATPase1OS=HomosapiensGN=OLA1PE=1SV=1;tr|C9JTK6|C9JTK6_HUMANObg-likeATPase1(Fragment)OS=HomosapiensGN=OLA1PE=1SV=1;tr|C9JCJ9|C9JCJ9_HUMANObg-likeATPase1(Fragment)OS=HomosapiensGN=OLA1PE=1SV=1	5	0.977297596	0.010960874	63.23831263	6	0.984219659	0.010960874	63.23831263	5	0.976885152	0.010829654	64.00455681	6	0.974232154	0.010829654	64.00455681	5	0.98928396	0.010241629	67.6793904	6	0.992370181	0.010241629	67.6793904	4	0.873319513	0.010826869	64.02101863	5	0.917528665	0.010826869	64.02101863	5	0.853430601	0.010952014	63.28947039	6	0.858181808	0.010952014	63.28947039	4	0.325519887	0.01159424	59.78375408	5	0.655452439	0.01159424	59.78375408	3	0.575009252	0.011776327	58.85936706	4	0.828541522	0.011776327	58.85936706	4	0.742611583	0.009925664	69.83383783	5	0.868552086	0.009925664	69.83383783
sp|Q9NTU7|CBLN4_HUMANCerebellin-4OS=HomosapiensGN=CBLN4PE=1SV=1	1	NaN	0.066024116	10.49839388	2	1	0.066024116	10.49839388	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NTX5|ECHD1_HUMANEthylmalonyl-CoAdecarboxylaseOS=HomosapiensGN=ECHDC1PE=1SV=2;tr|H0Y5L2|H0Y5L2_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1;tr|J3KP84|J3KP84_HUMANEthylmalonyl-CoAdecarboxylaseOS=HomosapiensGN=ECHDC1PE=1SV=1;tr|E9PPG7|E9PPG7_HUMANEthylmalonyl-CoAdecarboxylaseOS=HomosapiensGN=ECHDC1PE=1SV=1;tr|E9PRU6|E9PRU6_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1;tr|F2Z2D6|F2Z2D6_HUMANEthylmalonyl-CoAdecarboxylaseOS=HomosapiensGN=ECHDC1PE=1SV=1;tr|E9PJS8|E9PJS8_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1;tr|E9PLY6|E9PLY6_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1;tr|H0Y525|H0Y525_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1;tr|E9PIU8|E9PIU8_HUMANEthylmalonyl-CoAdecarboxylaseOS=HomosapiensGN=ECHDC1PE=1SV=1;tr|H0YCS9|H0YCS9_HUMANEthylmalonyl-CoAdecarboxylase(Fragment)OS=HomosapiensGN=ECHDC1PE=1SV=1	1	NaN	0.011177487	62.01279356	2	1	0.011177487	62.01279356	2	1	0.009673811	71.65192171	3	0.846808075	0.009673811	71.65192171	2	1	0.013108834	52.87633999	3	0.960253839	0.013108834	52.87633999	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.010086268	68.72186705	3	0.984719389	0.010086268	68.72186705	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NUQ2|PLCE_HUMAN1-acyl-sn-glycerol-3-phosphateacyltransferaseepsilonOS=HomosapiensGN=AGPAT5PE=1SV=3;tr|E5RH21|E5RH21_HUMAN1-acyl-sn-glycerol-3-phosphateacyltransferaseepsilonOS=HomosapiensGN=AGPAT5PE=1SV=1	2	1	0.0295376	23.46660464	3	0.910889811	0.0295376	23.46660464	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.018142566	38.20557551	2	1	0.018142566	38.20557551	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.014911528	46.48398046	2	1	0.014911528	46.48398046	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NUQ9|FA49B_HUMANProteinFAM49BOS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RI16|E5RI16_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|A0A087X178|A0A087X178_HUMANProteinFAM49BOS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RJL8|E5RJL8_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RJE1|E5RJE1_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RIR8|E5RIR8_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RGI7|E5RGI7_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=8;sp|Q9H0Q0|FA49A_HUMANProteinFAM49AOS=HomosapiensGN=FAM49APE=2SV=1;tr|E5RK61|E5RK61_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RFS4|E5RFS4_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1;tr|E5RHU5|E5RHU5_HUMANProteinFAM49B(Fragment)OS=HomosapiensGN=FAM49BPE=1SV=1	5	0.996014573	0.013692573	50.62212663	6	0.996943238	0.013692573	50.62212663	5	0.982341482	0.013421003	51.64645306	6	0.987877748	0.013421003	51.64645306	5	0.967669772	0.013928883	49.76329854	6	0.974554592	0.013928883	49.76329854	5	0.99221468	0.014470072	47.90212464	6	0.994301904	0.014470072	47.90212464	5	0.980341738	0.013295074	52.13563789	6	0.974931659	0.013295074	52.13563789	5	0.98216517	0.014263532	48.59576034	6	0.984348425	0.014263532	48.59576034	5	0.995857119	0.014208313	48.78462233	6	0.995401576	0.014208313	48.78462233	5	0.893994387	0.013863711	49.99723065	6	0.92740914	0.013863711	49.99723065
sp|Q9NVI7|ATD3A_HUMANATPasefamilyAAAdomain-containingprotein3AOS=HomosapiensGN=ATAD3APE=1SV=2;tr|H0Y2W2|H0Y2W2_HUMANATPasefamilyAAAdomain-containingprotein3A(Fragment)OS=HomosapiensGN=ATAD3APE=1SV=1;sp|Q5T2N8|ATD3C_HUMANATPasefamilyAAAdomain-containingprotein3COS=HomosapiensGN=ATAD3CPE=2SV=2;sp|Q5T9A4|ATD3B_HUMANATPasefamilyAAAdomain-containingprotein3BOS=HomosapiensGN=ATAD3BPE=1SV=1;tr|Q5SV16|Q5SV16_HUMANATPasefamilyAAAdomain-containingprotein3A(Fragment)OS=HomosapiensGN=ATAD3APE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NVJ2|ARL8B_HUMANADP-ribosylationfactor-likeprotein8BOS=HomosapiensGN=ARL8BPE=1SV=1	2	1	0.012652034	54.78543513	3	0.959919157	0.012652034	54.78543513	2	1	0.01117066	62.05069192	3	0.989434407	0.01117066	62.05069192	2	1	0.01271847	54.49925706	3	0.977329292	0.01271847	54.49925706	2	1	0.010041476	69.02841741	3	0.996185957	0.010041476	69.02841741	2	1	0.011564792	59.9359831	3	0.991375585	0.011564792	59.9359831	3	0.96131881	0.01145588	60.50579986	4	0.925629345	0.01145588	60.50579986	3	0.996125843	0.009708081	71.39898849	4	0.994896889	0.009708081	71.39898849	1	NaN	0.010005403	69.27728676	2	1	0.010005403	69.27728676
sp|Q9NVZ3|NECP2_HUMANAdaptinear-bindingcoat-associatedprotein2OS=HomosapiensGN=NECAP2PE=1SV=1;tr|D6RAN6|D6RAN6_HUMANAdaptinear-bindingcoat-associatedprotein2OS=HomosapiensGN=NECAP2PE=1SV=1;tr|F6SKB8|F6SKB8_HUMANAdaptinear-bindingcoat-associatedprotein2OS=HomosapiensGN=NECAP2PE=1SV=1;tr|H0Y970|H0Y970_HUMANAdaptinear-bindingcoat-associatedprotein2(Fragment)OS=HomosapiensGN=NECAP2PE=1SV=1;tr|D6RB24|D6RB24_HUMANAdaptinear-bindingcoat-associatedprotein2OS=HomosapiensGN=NECAP2PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.024208163	28.63278697	2	1	0.024208163	28.63278697	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.027060176	25.61502849	2	1	0.027060176	25.61502849	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.025180997	27.52659773	2	1	0.025180997	27.52659773	2	1	0.027965482	24.78581177	3	0.999558126	0.027965482	24.78581177
sp|Q9NWB6|ARGL1_HUMANArginineandglutamate-richprotein1OS=HomosapiensGN=ARGLU1PE=1SV=1;tr|X6R9F1|X6R9F1_HUMANArginineandglutamate-richprotein1OS=HomosapiensGN=ARGLU1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NX40|OCAD1_HUMANOCIAdomain-containingprotein1OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6R918|D6R918_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RBC5|D6RBC5_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RDI5|D6RDI5_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RA54|D6RA54_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RC55|D6RC55_HUMANOCIAdomain-containingprotein1OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RG39|D6RG39_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RIT9|D6RIT9_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RDK6|D6RDK6_HUMANOCIAdomain-containingprotein1(Fragment)OS=HomosapiensGN=OCIAD1PE=1SV=1;tr|D6RBN5|D6RBN5_HUMANOCIAdomain-containingprotein1OS=HomosapiensGN=OCIAD1PE=1SV=1	4	0.997670145	0.034845564	19.89197742	5	0.998259129	0.034845564	19.89197742	4	0.982608891	0.03445263	20.11884644	5	0.990581512	0.03445263	20.11884644	1	NaN	0.039923934	17.36169532	2	1	0.039923934	17.36169532	4	0.990207304	0.037380427	18.54305142	5	0.991892881	0.037380427	18.54305142	2	1	0.037645208	18.4126271	3	0.996887038	0.037645208	18.4126271	4	0.948136596	0.037026774	18.72016149	5	0.96935264	0.037026774	18.72016149	2	1	0.035801179	19.36101552	3	0.98850926	0.035801179	19.36101552	3	0.240269127	0.035661981	19.43658675	4	0.749027934	0.035661981	19.43658675
sp|Q9NX63|MIC19_HUMANMICOScomplexsubunitMIC19OS=HomosapiensGN=CHCHD3PE=1SV=1;tr|C9JRZ6|C9JRZ6_HUMANMICOScomplexsubunitOS=HomosapiensGN=CHCHD3PE=1SV=1;tr|F8WAR4|F8WAR4_HUMANMICOScomplexsubunitOS=HomosapiensGN=CHCHD3PE=1SV=1;tr|F8WD73|F8WD73_HUMANMICOScomplexsubunitOS=HomosapiensGN=CHCHD3PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.009331395	74.28119583	2	1	0.009331395	74.28119583	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.013218864	52.43621549	2	1	0.013218864	52.43621549	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.009957332	69.61173888	2	1	0.009957332	69.61173888	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NXG2|THUM1_HUMANTHUMPdomain-containingprotein1OS=HomosapiensGN=THUMPD1PE=1SV=2;tr|H3BNW0|H3BNW0_HUMANTHUMPdomain-containingprotein1OS=HomosapiensGN=THUMPD1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NY33|DPP3_HUMANDipeptidylpeptidase3OS=HomosapiensGN=DPP3PE=1SV=2;tr|G3V1D3|G3V1D3_HUMANDipeptidylpeptidase3OS=HomosapiensGN=DPP3PE=1SV=1;tr|G3V180|G3V180_HUMANDipeptidylpeptidase3OS=HomosapiensGN=DPP3PE=1SV=1;tr|E9PQ14|E9PQ14_HUMANDipeptidylpeptidase3(Fragment)OS=HomosapiensGN=DPP3PE=1SV=1;tr|E9PKK8|E9PKK8_HUMANDipeptidylpeptidase3(Fragment)OS=HomosapiensGN=DPP3PE=1SV=1;tr|E9PPK9|E9PPK9_HUMANDipeptidylpeptidase3(Fragment)OS=HomosapiensGN=DPP3PE=1SV=2;tr|E9PQF2|E9PQF2_HUMANDipeptidylpeptidase3(Fragment)OS=HomosapiensGN=DPP3PE=1SV=1;tr|E9PNX5|E9PNX5_HUMANDipeptidylpeptidase3(Fragment)OS=HomosapiensGN=DPP3PE=1SV=1	4	0.177386545	0.020199892	34.31439956	5	0.034229437	0.020199892	34.31439956	5	0.935439754	0.016004887	43.30847154	6	0.887602039	0.016004887	43.30847154	3	0.975747531	0.015618911	44.37871275	4	0.872687174	0.015618911	44.37871275	3	0.999447204	0.015363285	45.11712132	4	0.940844675	0.015363285	45.11712132	4	0.004089996	0.017987227	38.5355213	5	0.245011924	0.017987227	38.5355213	3	0.854717292	0.016818447	41.21350632	4	0.86576969	0.016818447	41.21350632	5	0.185661392	0.018259115	37.96170646	6	0.418720901	0.018259115	37.96170646	4	0.808012634	0.014813925	46.79024554	5	0.881785952	0.014813925	46.79024554
sp|Q9NYU2|UGGG1_HUMANUDP-glucose:glycoproteinglucosyltransferase1OS=HomosapiensGN=UGGT1PE=1SV=3;tr|H7BZG0|H7BZG0_HUMANUDP-glucose:glycoproteinglucosyltransferase1(Fragment)OS=HomosapiensGN=UGGT1PE=1SV=1;sp|Q9NYU1|UGGG2_HUMANUDP-glucose:glycoproteinglucosyltransferase2OS=HomosapiensGN=UGGT2PE=1SV=4;tr|F8WCI2|F8WCI2_HUMANUDP-glucose:glycoproteinglucosyltransferase1OS=HomosapiensGN=UGGT1PE=1SV=1;tr|F8WCE6|F8WCE6_HUMANUDP-glucose:glycoproteinglucosyltransferase1OS=HomosapiensGN=UGGT1PE=1SV=1	2	1	0.013620892	50.88853114	3	0.981699221	0.013620892	50.88853114	2	1	0.013233384	52.37867825	3	0.99534391	0.013233384	52.37867825	4	0.992555094	0.014150501	48.9839326	5	0.983842373	0.014150501	48.9839326	3	0.989000917	0.014588785	47.51233054	4	0.992897212	0.014588785	47.51233054	2	1	0.013965171	49.63399268	3	0.997635422	0.013965171	49.63399268	3	0.899138289	0.013053939	53.09870021	4	0.893675762	0.013053939	53.09870021	3	0.977076133	0.01449945	47.80506595	4	0.981219204	0.01449945	47.80506595	3	0.794368474	0.01274929	54.36751178	4	0.928765392	0.01274929	54.36751178
sp|Q9NZ01|TECR_HUMANVery-long-chainenoyl-CoAreductaseOS=HomosapiensGN=TECRPE=1SV=1;tr|M0R3C3|M0R3C3_HUMANVery-long-chainenoyl-CoAreductaseOS=HomosapiensGN=TECRPE=1SV=1;tr|M0QXM3|M0QXM3_HUMANVery-long-chainenoyl-CoAreductase(Fragment)OS=HomosapiensGN=TECRPE=1SV=8	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.0284729	24.34410192	2	1	0.0284729	24.34410192	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NZ08|ERAP1_HUMANEndoplasmicreticulumaminopeptidase1OS=HomosapiensGN=ERAP1PE=1SV=3;tr|H0Y9X5|H0Y9X5_HUMANEndoplasmicreticulumaminopeptidase1(Fragment)OS=HomosapiensGN=ERAP1PE=1SV=1;tr|D6RAL9|D6RAL9_HUMANEndoplasmicreticulumaminopeptidase1(Fragment)OS=HomosapiensGN=ERAP1PE=1SV=1	3	0.425409554	0.022420359	30.91597142	4	0.693772377	0.022420359	30.91597142	4	0.954801507	0.019202967	36.09583799	5	0.951207131	0.019202967	36.09583799	4	0.938188276	0.022612127	30.65378008	5	0.953242634	0.022612127	30.65378008	4	0.99415119	0.018987118	36.50618231	5	0.995469883	0.018987118	36.50618231	1	NaN	0.019979476	34.69296058	2	1	0.019979476	34.69296058	3	0.999554955	0.019206509	36.08918011	4	0.996754101	0.019206509	36.08918011	5	0.59510258	0.023102064	30.00369024	6	0.635558222	0.023102064	30.00369024	4	0.742729092	0.018639626	37.18675445	5	0.860052841	0.018639626	37.18675445
sp|Q9NZL4|HPBP1_HUMANHsp70-bindingprotein1OS=HomosapiensGN=HSPBP1PE=1SV=1;tr|K7EN20|K7EN20_HUMANHsp70-bindingprotein1(Fragment)OS=HomosapiensGN=HSPBP1PE=1SV=1;tr|K7EL16|K7EL16_HUMANHsp70-bindingprotein1(Fragment)OS=HomosapiensGN=HSPBP1PE=1SV=1;tr|K7EMM7|K7EMM7_HUMANHsp70-bindingprotein1(Fragment)OS=HomosapiensGN=HSPBP1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q9NZL9|MAT2B_HUMANMethionineadenosyltransferase2subunitbetaOS=HomosapiensGN=MAT2BPE=1SV=1;tr|E5RJR3|E5RJR3_HUMANMethionineadenosyltransferase2subunitbetaOS=HomosapiensGN=MAT2BPE=1SV=1;tr|H7C0X7|H7C0X7_HUMANMethionineadenosyltransferase2subunitbeta(Fragment)OS=HomosapiensGN=MAT2BPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.019857248	34.90650724	3	0.657382708	0.019857248	34.90650724	3	0.747053661	0.018178933	38.1291446	4	0.899636678	0.018178933	38.1291446	2	1	0.018068157	38.36291491	3	0.688498495	0.018068157	38.36291491	3	0.986243489	0.017758123	39.03268338	4	0.989682002	0.017758123	39.03268338	3	0.959543761	0.016215479	42.74602059	4	0.98690862	0.016215479	42.74602059	2	1	0.02082744	33.280479	3	0.990784102	0.02082744	33.280479	2	1	0.021058308	32.91561627	3	0.843438213	0.021058308	32.91561627
